SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
Vacant/Abandoned Building,16-05597894,08/08/2016,,,,,,,,319,W,112TH,ST,60628,1176180.27743222,1830658.54426621,34,5,49,41.69068018061589,-87.63061618253553,"(41.69068018061589, -87.63061618253553)"
Vacant/Abandoned Building,16-05622529,08/09/2016,Front,,Open,,Vacant,false,false,1018,W,78TH,ST,60620,1170804.85392447,1853099.17306669,17,6,71,41.75237919796264,-87.64964347038884,"(41.75237919796264, -87.64964347038884)"
Vacant/Abandoned Building,16-05640294,08/09/2016,Front,,Open,BOARD RMVD & BSMNT WINDOW BUSTED OUT,Vacant,false,false,324,S,WHIPPLE,ST,60612,1156094.63446955,1898403.46199265,28,11,27,41.87700821596977,-87.70233139015733,"(41.87700821596977, -87.70233139015733)"
Vacant/Abandoned Building,16-05640308,08/09/2016,Front,,Open,BOARD RMVD & BSMNT WINDOW BUSTED OUT,Vacant,false,false,324,S,WHIPPLE,ST,60612,1156094.63446955,1898403.46199265,28,11,27,41.87700821596977,-87.70233139015733,"(41.87700821596977, -87.70233139015733)"
Vacant/Abandoned Building,16-05629625,08/09/2016,Rear,,Open,,Vacant,false,false,5230,S,SANGAMON,ST,60609,1170865.41007381,1870139.61612206,20,9,61,41.79913889460125,-87.6489245850259,"(41.79913889460125, -87.6489245850259)"
Vacant/Abandoned Building,16-05633585,08/09/2016,Rear,,Open,,Vacant,false,false,2743,S,HOMAN,AVE,60623,1154142.80236761,1885569.74520035,22,10,30,41.841830202326236,-87.70984016902561,"(41.841830202326236, -87.70984016902561)"
Vacant/Abandoned Building,16-05633858,08/09/2016,Front,,Open,,Vacant,false,false,2818,S,HOMAN,AVE,60623,1154156.92696563,1885072.67997352,22,10,30,41.84046591348248,-87.70980157827894,"(41.84046591348248, -87.70980157827894)"
Vacant/Abandoned Building,16-05642170,08/09/2016,Front,,Open,,Vacant,false,true,10356,S,INDIANA,AVE,60628,1179413.43127105,1836266.82002937,9,5,49,41.70599708172882,-87.6186090836484,"(41.70599708172882, -87.6186090836484)"
Vacant/Abandoned Building,16-05642225,08/09/2016,Front,,Open,ALL,Vacant,false,false,7606,S,LAFAYETTE,AVE,60620,1177157.29602548,1854531.88606629,6,6,69,41.75616984943171,-87.62632145082631,"(41.75616984943171, -87.62632145082631)"
Vacant/Abandoned Building,16-05628414,08/09/2016,Front,,Open,ALL OVER,Vacant,false,false,7645,S,CHAMPLAIN,AVE,60619,1181888.80633049,1854459.4340198,6,6,69,41.75586302174451,-87.608983857765,"(41.75586302174451, -87.608983857765)"
Vacant/Abandoned Building,16-05628464,08/09/2016,Front,,Open,FRONT AND REAR,Vacant,false,false,7636,S,CHAMPLAIN,AVE,60619,1181887.20633049,1854519.8340198,6,6,69,41.75602880268969,-87.608987857651,"(41.75602880268969, -87.608987857651)"
Vacant/Abandoned Building,16-05624265,08/09/2016,Front,,Open,ALL AROUND --,Vacant,false,true,7739,S,LOWE,AVE,60620,1173308.45431908,1853566.35667079,6,6,71,41.75360624830715,-87.6404550815683,"(41.75360624830715, -87.6404550815683)"
Vacant/Abandoned Building,16-05641107,08/09/2016,Front,,Open,ALL,Vacant,false,false,7942,S,EBERHART,AVE,60619,1180951.37917283,1852454.98411841,6,6,44,41.75038420007425,-87.61248082825021,"(41.75038420007425, -87.61248082825021)"
Vacant/Abandoned Building,16-05641108,08/09/2016,Front,,Open,ALL,Vacant,false,false,7944,S,EBERHART,AVE,60619,1180951.77917283,1852441.58411841,6,6,44,41.75034741979887,-87.6124797738744,"(41.75034741979887, -87.6124797738744)"
Vacant/Abandoned Building,16-05629556,08/09/2016,Front,,Open,,Vacant,true,true,6321,S,CHAMPLAIN,AVE,60637,1181654.53406605,1863239.4902173,20,3,42,41.77996178610546,-87.60957164301108,"(41.77996178610546, -87.60957164301108)"
Vacant/Abandoned Building,16-05625900,08/09/2016,,,,,,,,3547,N,PARIS,AVE,60634,1121114.17501565,1922520.65929392,38,16,17,41.943823198837876,-87.8302525158855,"(41.943823198837876, -87.8302525158855)"
Vacant/Abandoned Building,16-05624583,08/09/2016,Front,,Open,BROKEN WINDOWS,Vacant,false,true,1525,W,79TH,ST,60620,1167486.7900014,1852344.01950081,17,6,71,41.75037866281603,-87.66182436175072,"(41.75037866281603, -87.66182436175072)"
Vacant/Abandoned Building,16-05633489,08/09/2016,Front,,Open,DOORS/WINDOWS,Vacant,false,true,7312,S,WOLCOTT,AVE,60636,1164953.00512185,1856184.96176699,17,7,67,41.76097264346464,-87.67100097698017,"(41.76097264346464, -87.67100097698017)"
Vacant/Abandoned Building,16-05625482,08/09/2016,Front,,Boarded,,Vacant,false,false,5736,S,WOLCOTT,AVE,60636,1164667.53860938,1866629.30442813,15,7,67,41.78963933381074,-87.67175275310167,"(41.78963933381074, -87.67175275310167)"
Vacant/Abandoned Building,16-05620058,08/09/2016,,,,,,,,6402,S,OAKLEY,AVE,60636,1162173.71858259,1862147.15857944,16,8,66,41.77739202183775,-87.68102154982346,"(41.77739202183775, -87.68102154982346)"
Vacant/Abandoned Building,16-05620924,08/09/2016,Front,,Open,SIDE DOO	R IS OPENED,Vacant,false,true,2761,W,86TH,ST,60652,1159480.81713421,1847408.02692324,18,8,70,41.737001234448385,-87.69129703719004,"(41.737001234448385, -87.69129703719004)"
Vacant/Abandoned Building,16-05643297,08/09/2016,Front,,Open,"SIDE DOOR,",Vacant,false,true,3835,W,84TH,ST,60652,1152289.72393022,1848599.10850852,18,8,70,41.7404139634828,-87.7176120980779,"(41.7404139634828, -87.7176120980779)"
Vacant/Abandoned Building,16-05629921,08/09/2016,Front,,Open,DOORS/WINDOW,Vacant,false,false,9647,S,LA SALLE,ST,60628,1176977.17539297,1840982.86938919,21,5,49,41.71899371009067,-87.62738885199751,"(41.71899371009067, -87.62738885199751)"
Vacant/Abandoned Building,16-05638192,08/09/2016,Front,,Open,,Vacant,false,true,2951,W,ADAMS,ST,60612,1156743.65447606,1898878.35690782,27,11,27,41.87829825636054,-87.69993550443081,"(41.87829825636054, -87.69993550443081)"
Vacant/Abandoned Building,16-05631291,08/09/2016,,,,,,,,34,E,104TH,ST,60628,1178426.47521215,1836026.25540643,9,5,49,41.70535936084465,-87.62223050311805,"(41.70535936084465, -87.62223050311805)"
Vacant/Abandoned Building,16-05632874,08/09/2016,Front,,Open,FRONT DOOR,Vacant,false,false,137,W,113TH,PL,60628,1177321.72227733,1829692.08798406,34,5,49,41.688002452971396,-87.62646633303432,"(41.688002452971396, -87.62646633303432)"
Vacant/Abandoned Building,16-05655285,08/10/2016,Front,,Open,,Vacant,true,false,3929,W,GRENSHAW,ST,60624,1150360.37202317,1894751.62959281,24,11,29,41.86710092708354,-87.72348130982026,"(41.86710092708354, -87.72348130982026)"
Vacant/Abandoned Building,16-05655339,08/10/2016,Front,,Open,FRONT AND BACK,Vacant,true,true,6544,S,WINCHESTER,AVE,60636,1164482.30980603,1861262.28881966,15,7,67,41.774915455517146,-87.67258315441731,"(41.774915455517146, -87.67258315441731)"
Vacant/Abandoned Building,16-05662257,08/10/2016,,,,,,,,5626,S,WABASH,AVE,60637,1177674.17716734,1867736.77251772,20,2,40,41.7923937849503,-87.62402807117529,"(41.7923937849503, -87.62402807117529)"
Vacant/Abandoned Building,16-05661902,08/10/2016,Front,,Boarded,,Vacant,false,false,8727,S,BURLEY,AVE,60617,1199184.70987389,1847719.75259746,10,4,46,41.73695176825299,-87.54582567440114,"(41.73695176825299, -87.54582567440114)"
Vacant/Abandoned Building,16-05662251,08/10/2016,,,,,,,,6601,S,MARQUETTE,RD,60637,1180709.21097214,1861355.07491294,20,3,42,41.77481254765507,-87.61309516127936,"(41.77481254765507, -87.61309516127936)"
Vacant/Abandoned Building,16-05660577,08/10/2016,,,,,,,,7233,S,MARSHFIELD,AVE,60636,1166594.29009789,1856743.42526689,17,7,67,41.76247030759262,-87.6649696498729,"(41.76247030759262, -87.6649696498729)"
Vacant/Abandoned Building,16-05649499,08/10/2016,,,,,,,,7642,S,CHAMPLAIN,AVE,60619,1181888.20633049,1854479.5340198,6,6,69,41.75591819213021,-87.60898543640307,"(41.75591819213021, -87.60898543640307)"
Vacant/Abandoned Building,16-05658551,08/10/2016,Front,,Boarded,FRONT,Vacant,false,true,2617,W,LITHUANIAN PLAZA,CT,60629,1160048.53503277,1858798.05432188,17,8,66,41.76824557246429,-87.68890451292512,"(41.76824557246429, -87.68890451292512)"
Vacant/Abandoned Building,16-05661411,08/10/2016,,,,,,,,1110,E,62ND,ST,60637,1184505.94067165,1864119.40660036,20,3,42,41.78231002053926,-87.5990905552548,"(41.78231002053926, -87.5990905552548)"
Vacant/Abandoned Building,16-05660268,08/10/2016,,,,,,,,5041,S,MICHIGAN,AVE,60615,1178010.82727229,1871628.87351438,3,2,38,41.80306644668806,-87.62267564631368,"(41.80306644668806, -87.62267564631368)"
Vacant/Abandoned Building,16-05655630,08/10/2016,Rear,,Open,,Vacant,false,true,5301,S,SPAULDING,AVE,60632,1155279.3281047,1869283.3864297,14,8,63,41.797115600204,-87.70610572633164,"(41.797115600204, -87.70610572633164)"
Vacant/Abandoned Building,16-05656560,08/10/2016,Front,,Boarded,,Vacant,false,true,6350,S,SACRAMENTO,AVE,60629,1157465.56818764,1862713.81941942,17,8,66,41.77904372783475,-87.69826640085422,"(41.77904372783475, -87.69826640085422)"
Vacant/Abandoned Building,16-05655927,08/10/2016,Front,,Open,FRONT DOOR,Vacant,false,true,8034,S,LAFAYETTE,AVE,60620,1177334.20578121,1851730.60990994,17,6,44,41.74847882744647,-87.6257575470638,"(41.74847882744647, -87.6257575470638)"
Vacant/Abandoned Building,16-05662657,08/10/2016,Front,,Open,,Vacant,false,false,5200,S,MOBILE,AVE,60638,1135254.56452016,1869432.19321649,14,8,56,41.79790143375049,-87.77953687530814,"(41.79790143375049, -87.77953687530814)"
Vacant/Abandoned Building,16-05657516,08/10/2016,Front,,Open,REAR IS OPEN,Vacant,false,true,2555,W,LITHUANIAN PLAZA,CT,60629,1160449.5450213,1858809.68002816,17,8,66,41.76826922078954,-87.68743429110405,"(41.76826922078954, -87.68743429110405)"
Vacant/Abandoned Building,16-05657652,08/10/2016,Front,,Open,TOP IS OPEN,Vacant,false,false,2517,W,LITHUANIAN PLAZA,CT,60629,1160715.3450213,1858817.48002816,17,8,66,41.768285143580876,-87.68645978623269,"(41.768285143580876, -87.68645978623269)"
Vacant/Abandoned Building,16-05657676,08/10/2016,Front,,Open,TOP IS OPEN,Vacant,false,false,2519,W,LITHUANIAN PLAZA,CT,60629,1160693.7450213,1858816.78002816,17,8,66,41.76828366844056,-87.68653898033935,"(41.76828366844056, -87.68653898033935)"
Vacant/Abandoned Building,16-05658671,08/10/2016,Front,,Boarded,REAR,Vacant,false,true,2619,W,LITHUANIAN PLAZA,CT,60629,1160027.03503277,1858797.35432188,17,8,66,41.76824409358222,-87.68898334039832,"(41.76824409358222, -87.68898334039832)"
Vacant/Abandoned Building,16-05651692,08/10/2016,Front,,Open,"OPEN IN THE REAR, ALSO ATTRACTING WILDLIFE AND RODENTS.",Vacant,false,true,6627,S,BISHOP,ST,60636,1167806.66797324,1860796.47641895,16,7,67,41.773566470952254,-87.66040987991613,"(41.773566470952254, -87.66040987991613)"
Vacant/Abandoned Building,16-05652030,08/10/2016,Rear,,Boarded,FRONT AND REAR GATES OPEN,Vacant,false,false,4843,S,ELIZABETH,ST,60609,1168809.09451873,1872661.49122718,20,9,61,41.80610388065634,-87.65639273862254,"(41.80610388065634, -87.65639273862254)"
Vacant/Abandoned Building,16-05664559,08/10/2016,,,,,,,,3401,W,79TH,ST,60652,1155086.2818153,1851990.8518662,18,8,70,41.7496661077946,-87.7072752865956,"(41.7496661077946, -87.7072752865956)"
Vacant/Abandoned Building,16-05667395,08/10/2016,Front,,Boarded,NONE,Vacant,false,false,324,S,WHIPPLE,ST,60612,1156094.63446955,1898403.46199265,28,11,27,41.87700821596977,-87.70233139015733,"(41.87700821596977, -87.70233139015733)"
Vacant/Abandoned Building,16-05660522,08/10/2016,Front,,Boarded,,Vacant,false,false,6414,W,BLOOMINGDALE,AVE,60707,1133314.094123,1911279.42501222,29,25,25,41.912770696398354,-87.78567426058886,"(41.912770696398354, -87.78567426058886)"
Vacant/Abandoned Building,16-05658555,08/10/2016,Front,,Open,,Vacant,false,true,137,N,MAYFIELD,AVE,60644,1137139.45718693,1900408.59911328,29,15,25,41.882871900982025,-87.77188193792497,"(41.882871900982025, -87.77188193792497)"
Vacant/Abandoned Building,16-05660097,08/10/2016,,,,,,,,8623,S,MARQUETTE,AVE,60617,1195653.50351125,1848318.93423151,7,4,46,41.73868391163433,-87.55874289252687,"(41.73868391163433, -87.55874289252687)"
Vacant/Abandoned Building,16-05665485,08/10/2016,Front,,Boarded,,Vacant,false,false,8115,S,CRANDON,AVE,60617,1192931.85350726,1851611.5876673,8,4,46,41.74778602618086,-87.56860705417787,"(41.74778602618086, -87.56860705417787)"
Vacant/Abandoned Building,16-05656308,08/10/2016,Front,,Open,FRONT DOOR IS WIDE OPEN,Vacant,false,true,2947,W,ADAMS,ST,60612,1156770.71088319,1898878.93956822,27,11,27,41.87829930726429,-87.6998361431959,"(41.87829930726429, -87.6998361431959)"
Vacant/Abandoned Building,16-05682347,08/11/2016,,,,,,,,6010,S,ROCKWELL,ST,60629,1160069.69750469,1864713.44812095,16,8,66,41.78447781520561,-87.68866439814637,"(41.78447781520561, -87.68866439814637)"
Vacant/Abandoned Building,16-05685311,08/11/2016,Front,,Open,FRONT-SIDE AND REAR,Vacant,true,false,1020,W,78TH,ST,60620,1170783.55392447,1853098.67306669,17,6,71,41.752378290341895,-87.64972154024763,"(41.752378290341895, -87.64972154024763)"
Vacant/Abandoned Building,16-05693212,08/11/2016,Front,,Open,DOORS AND WINDOWS,Vacant,true,false,7759,S,CARPENTER,ST,60620,1170659.05392447,1853363.47306669,17,6,71,41.75310764999238,-87.65017007380393,"(41.75310764999238, -87.65017007380393)"
Vacant/Abandoned Building,16-05684605,08/11/2016,Rear,,Boarded,UNKNOWN,Vacant,false,true,7241,S,HERMITAGE,AVE,60636,1165934.61216638,1856675.23460375,17,7,67,41.762297223012055,-87.66738940664763,"(41.762297223012055, -87.66738940664763)"
Vacant/Abandoned Building,16-05691799,08/11/2016,Front,,Open,DOORS,Vacant,false,true,7556,S,LANGLEY,AVE,60619,1182203.58808405,1855033.74598362,6,6,69,41.75743171515668,-87.60781251669134,"(41.75743171515668, -87.60781251669134)"
Vacant/Abandoned Building,16-05688580,08/11/2016,Front,,Boarded,NONE,Vacant,false,false,609,E,60TH,ST,60637,1181364.38913064,1865362.29879281,20,3,42,41.7857936680907,-87.61056992865666,"(41.7857936680907, -87.61056992865666)"
Vacant/Abandoned Building,16-05679683,08/11/2016,Rear,,Open,BROKEN BOARDS AND HIGH WEEDS,Vacant,false,false,7006,S,MORGAN,ST,60621,1170854.5704899,1858369.2638728,6,7,68,41.766839915698405,-87.64930771645207,"(41.766839915698405, -87.64930771645207)"
Vacant/Abandoned Building,16-05679390,08/11/2016,Front,,Open,ALL ENTRIES,Vacant,false,false,7038,S,EMERALD,AVE,60621,1172523.06479285,1858199.82782641,6,7,68,41.76633838843514,-87.64319702188317,"(41.76633838843514, -87.64319702188317)"
Vacant/Abandoned Building,16-05680285,08/11/2016,Front,,Open,,Vacant,false,false,1200,W,74TH,PL,60636,1169612.20002994,1855386.70998505,17,7,67,41.758682425876,-87.65394783586787,"(41.758682425876, -87.65394783586787)"
Vacant/Abandoned Building,16-05693175,08/11/2016,Front,,Open,DOOR,Vacant,false,false,1050,W,78TH,ST,60620,1170577.55392447,1853092.97306669,17,6,71,41.75236713786925,-87.65047660713607,"(41.75236713786925, -87.65047660713607)"
Vacant/Abandoned Building,16-05677463,08/11/2016,,,,,,,,6734,S,ADA,ST,60636,1168487.89011767,1860105.33702736,17,7,67,41.77165524309906,-87.65793256566837,"(41.77165524309906, -87.65793256566837)"
Vacant/Abandoned Building,16-05676863,08/11/2016,,,,,,,,6149,S,WOOD,ST,60636,1165403.13146557,1863904.5637941,15,7,67,41.78214673700005,-87.66913273040036,"(41.78214673700005, -87.66913273040036)"
Vacant/Abandoned Building,16-05677194,08/11/2016,Rear,,Open,DOORS/WINDOWS,Vacant,false,false,5647,S,HOYNE,AVE,60636,1163325.38191986,1867188.14072139,15,7,67,41.79120108818354,-87.67665839929253,"(41.79120108818354, -87.67665839929253)"
Vacant/Abandoned Building,16-05688083,08/11/2016,,,,,,,,5333,S,HAMLIN,AVE,60632,1151944.25933321,1868977.81259548,23,8,62,41.79634318677004,-87.71834398392363,"(41.79634318677004, -87.71834398392363)"
Vacant/Abandoned Building,16-05675666,08/11/2016,Front,,Open,,Vacant,false,false,5346,S,MARSHFIELD,AVE,60609,1166250.56162203,1869256.25368303,16,9,61,41.796814426066476,-87.66587349340122,"(41.796814426066476, -87.66587349340122)"
Vacant/Abandoned Building,16-05676755,08/11/2016,Front,,Open,FRONT AND BACK DOOR,Vacant,false,true,6402,S,OAKLEY,AVE,60636,1162173.71858259,1862147.15857944,16,8,66,41.77739202183775,-87.68102154982346,"(41.77739202183775, -87.68102154982346)"
Vacant/Abandoned Building,16-05677460,08/11/2016,,,,,,,,5604,S,NATCHEZ,AVE,60638,1134005.62722374,1866688.88247262,13,8,56,41.79039528192618,-87.78418130787979,"(41.79039528192618, -87.78418130787979)"
Vacant/Abandoned Building,16-05677124,08/11/2016,Front,,Open,FRONT DOOR,Vacant,false,false,8607,S,MARSHFIELD,AVE,60620,1166841.16718126,1847634.45220429,21,6,71,41.73746873665131,-87.66432439722061,"(41.73746873665131, -87.66432439722061)"
Vacant/Abandoned Building,16-05691071,08/11/2016,Rear,,Boarded,,Vacant,false,false,9526,S,LOWE,AVE,60628,1173648.27368944,1841698.18040854,21,22,73,41.721030882446485,-87.63956037538928,"(41.721030882446485, -87.63956037538928)"
Vacant/Abandoned Building,16-05686840,08/11/2016,Front,,Open,FRONT DOOR,Vacant,false,true,2755,W,WILSON,AVE,60625,1157104.59760206,1930397.77880542,33,17,14,41.964782659789805,-87.69775242624202,"(41.964782659789805, -87.69775242624202)"
Vacant/Abandoned Building,16-05680703,08/11/2016,Rear,,Open,REAR SIDE IS BOARDED UP,Vacant,false,false,8242,S,LAFAYETTE,AVE,60620,1177377.69999774,1850287.43002017,21,6,44,41.74451758688772,-87.62564166364623,"(41.74451758688772, -87.62564166364623)"
Vacant/Abandoned Building,16-05688890,08/11/2016,Front,,Open,,Vacant,true,false,11703,S,THROOP,ST,60643,1169767.50370641,1827162.54042598,34,5,53,41.68122772681639,-87.6541946488867,"(41.68122772681639, -87.6541946488867)"
Vacant/Abandoned Building,16-05682838,08/11/2016,Front,,Boarded,FRONT WINDOWS..,Vacant,true,false,4329,N,KILDARE,AVE,60641,1146819.20598495,1928424.15046808,39,17,16,41.959570004513715,-87.73562005457849,"(41.959570004513715, -87.73562005457849)"
Vacant/Abandoned Building,16-05690331,08/11/2016,Front,,Boarded,,Vacant,false,false,9349,S,WESTERN,AVE,60643,1162014.35462822,1842563.50180238,19,22,72,41.72365484196414,-87.6821491430595,"(41.72365484196414, -87.6821491430595)"
Vacant/Abandoned Building,16-05711822,08/12/2016,Front,,Open,ALL AROUND,Vacant,false,true,6348,S,MARSHFIELD,AVE,60636,1166418.19748868,1862606.40997243,15,7,67,41.77856286185318,-87.66544818528334,"(41.77856286185318, -87.66544818528334)"
Vacant/Abandoned Building,16-05701429,08/12/2016,,,,,,,,8027,S,LANGLEY,AVE,60619,1182288.61822973,1851931.90862958,6,6,44,41.748917976262376,-87.60759678683775,"(41.748917976262376, -87.60759678683775)"
Vacant/Abandoned Building,16-05715031,08/12/2016,Front,,Open,OPEN BASEMENT FRONT AND BACK,Vacant,false,false,7147,S,SANGAMON,ST,60621,1171210.31143158,1857440.68779908,6,7,68,41.76428401704568,-87.64803090456317,"(41.76428401704568, -87.64803090456317)"
Vacant/Abandoned Building,16-05713405,08/12/2016,Rear,,Open,,Vacant,false,false,3423,W,115TH,ST,60655,1155612.35717358,1828130.62548356,19,22,74,41.684178854121704,-87.70598460133898,"(41.684178854121704, -87.70598460133898)"
Vacant/Abandoned Building,16-05699155,08/12/2016,Rear,,Boarded,,Vacant,false,true,4725,W,MAYPOLE,AVE,60644,1144840.64858028,1901044.20906881,28,11,25,41.88447435069522,-87.74358645413622,"(41.88447435069522, -87.74358645413622)"
Vacant/Abandoned Building,16-05714288,08/12/2016,Front,,Open,,Vacant,false,true,6538,S,HERMITAGE,AVE,60636,1165793.32858572,1861334.71907119,15,7,67,41.775086471891186,-87.66777508133414,"(41.775086471891186, -87.66777508133414)"
Vacant/Abandoned Building,16-05706989,08/12/2016,Front,,Open,"FRONT/REAR DOORS, WINDOWS",Vacant,false,false,6440,S,HOYNE,AVE,60636,1163469.89489796,1861925.60930833,16,7,67,41.77675698204434,-87.67627595688535,"(41.77675698204434, -87.67627595688535)"
Vacant/Abandoned Building,16-05706599,08/12/2016,Front,,Open,ALL OVER,Vacant,false,true,2607,W,81ST,ST,60652,1160344.2950679,1850832.12430353,18,8,70,41.74637977770078,-87.6880394238524,"(41.74637977770078, -87.6880394238524)"
Vacant/Abandoned Building,16-05716087,08/12/2016,Front,,Open,FRONT,Vacant,false,true,4210,W,VAN BUREN,ST,60624,1148391.51040779,1897689.97786877,28,11,26,41.8752022558547,-87.73063359368003,"(41.8752022558547, -87.73063359368003)"
Vacant/Abandoned Building,16-05708230,08/12/2016,Front,,Open,,Vacant,false,false,11419,S,CALUMET,AVE,60628,1180618.61107985,1829233.3339182,9,5,49,41.68666869629655,-87.61441080945781,"(41.68666869629655, -87.61441080945781)"
Vacant/Abandoned Building,16-05706042,08/12/2016,,,,,,,,9300,S,DREXEL,AVE,60619,1184180.29012901,1843508.54572477,8,4,47,41.72575935288056,-87.60092774633354,"(41.72575935288056, -87.60092774633354)"
Vacant/Abandoned Building,16-05713739,08/12/2016,Front,,Open,ALL ENTRIES OPEN,Vacant,true,false,10515,S,PERRY,AVE,60628,1177461.61002986,1835230.27128346,34,5,49,41.70319687796736,-87.62578766936095,"(41.70319687796736, -87.62578766936095)"
